"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CPSF3",2.25652165008339e-10,-0.392609018000293,0.085,0.141,4.17275983533421e-06
"CYB5B",2.2764323430145e-10,-0.209620883660586,0.127,0.196,4.20957868870241e-06
"ACOT13",2.27647074519726e-10,0.677576095337726,0.219,0.157,4.20964970201876e-06
"RAB38",2.27706643710985e-10,-0.369861575000454,0.078,0.132,4.21075125550353e-06
"KAT2B",2.32801869751055e-10,-0.26930431560375,0.165,0.24,4.3049721754365e-06
"WWP1",2.41087271350251e-10,-0.171031286304965,0.665,0.728,4.45818582180884e-06
"ZNF544",2.42502749052785e-10,-0.505352050173584,0.056,0.104,4.48436083548411e-06
"MTMR3",2.43760778276937e-10,-0.465223748736758,0.148,0.217,4.50762431189712e-06
"ORMDL3",2.53551502889052e-10,-0.477134199128846,0.055,0.101,4.68867439142435e-06
"TMEM185A",2.56141891978774e-10,-0.0571046140657812,0.06,0.108,4.73657586647149e-06
"TAOK1",2.60200114254176e-10,-0.147770700897175,0.393,0.498,4.81162051278821e-06
"HK1",2.64923813108043e-10,-0.18521830506418,0.148,0.222,4.89897115199393e-06
"PDE1B",2.66875344532247e-10,1.25795049581638,0.102,0.052,4.93505887109032e-06
"ARHGAP26",2.67618814713193e-10,-0.241767111052607,0.394,0.489,4.94880712167637e-06
"FAM91A1",2.6915438084636e-10,-0.162027213760783,0.411,0.516,4.97720281061089e-06
"KIAA0319L",2.73837782105306e-10,-0.292268437607913,0.211,0.292,5.06380826669132e-06
"ZNF385A",2.76993721100917e-10,-0.117028784742141,0.094,0.155,5.12216789059815e-06
"TRAK1",2.77878337120739e-10,-0.283195043414852,0.215,0.3,5.1385262100367e-06
"RUFY2",2.87681586232985e-10,-0.440402600835174,0.101,0.161,5.31980789262036e-06
"KMT2A",2.88738043675258e-10,-0.206682441568094,0.325,0.417,5.33934390364286e-06
"ADPGK",2.90341279344954e-10,-0.163864167731343,0.342,0.441,5.36899093764689e-06
"WSB2",2.9239024520113e-10,-0.249177764673911,0.132,0.202,5.4068804142593e-06
"MAP2K5",2.99318416302629e-10,-0.510782618917136,0.107,0.166,5.53499615426822e-06
"CDKN2A",3.0074422577513e-10,1.13679315016479,0.137,0.082,5.5613622230337e-06
"STX10",3.03798884131431e-10,0.872147999398466,0.218,0.155,5.61784896535842e-06
"JARID2",3.05514225794276e-10,-0.392430039604668,0.243,0.324,5.64956906338776e-06
"MROH1",3.0680001160849e-10,-0.409113291753654,0.112,0.175,5.6733458146642e-06
"TP53I11",3.1170994975613e-10,-0.358221776817675,0.116,0.181,5.76414039089035e-06
"COL3A1",3.16693075689909e-10,1.33761031345217,0.151,0.093,5.85628835565779e-06
"VPS39",3.22256193192847e-10,-0.249857044703136,0.153,0.226,5.95916152452214e-06
"DNAJC3",3.25688938949673e-10,-0.214413136686349,0.361,0.461,6.02263985905736e-06
"KANSL3",3.32069768160194e-10,-0.402217941827247,0.084,0.14,6.14063415281831e-06
"CD47",3.32450764692995e-10,-0.149187757785291,0.416,0.517,6.14767954070286e-06
"DOCK10",3.33689519476163e-10,-0.42527004060102,0.187,0.258,6.1705865941532e-06
"ADAT2",3.33734177064077e-10,-0.751788968068966,0.065,0.113,6.17141240226891e-06
"DIS3L2",3.36214528260566e-10,-0.466586582854935,0.097,0.155,6.21727905659439e-06
"PIGX",3.3979230424006e-10,-0.363598246125588,0.121,0.187,6.2834392900072e-06
"IL4R",3.50521652200624e-10,-0.171062234662078,0.33,0.435,6.48184639249393e-06
"GINM1",3.5686101895875e-10,-0.154287042967983,0.265,0.36,6.5990739625852e-06
"ANKRD9",3.58621526403217e-10,0.7926863480079,0.31,0.251,6.63162926624829e-06
"PPP1R18",3.80095337836012e-10,-0.151371024005263,0.415,0.548,7.02872298726353e-06
"FOXJ2",3.8447103003925e-10,-0.270291688944984,0.105,0.167,7.1096382874858e-06
"TM2D1",3.85217694972399e-10,-0.135347574411573,0.166,0.243,7.12344561542961e-06
"FMNL2",3.90982585604751e-10,-0.342175942030562,0.337,0.421,7.23004997300306e-06
"STK11",3.96857886264616e-10,-0.182175836861496,0.16,0.235,7.33869603280528e-06
"CYBRD1",4.00766058316076e-10,-0.17937531554692,0.27,0.361,7.41096595038087e-06
"UBALD2",4.08250924888425e-10,0.742078126760867,0.321,0.267,7.54937610303676e-06
"ICE2",4.08848446220453e-10,-0.140837804226035,0.199,0.282,7.56042546750862e-06
"SCAMP3",4.11186958623014e-10,-0.27876054239463,0.123,0.192,7.60366923885677e-06
"MED22",4.19346213520361e-10,-0.251679810933906,0.068,0.118,7.75455018041852e-06
"FLOT2",4.20796682143084e-10,-0.139308571492031,0.154,0.231,7.78137224618991e-06
"FBXL20",4.2503986372349e-10,-0.466702916364961,0.151,0.22,7.85983715997478e-06
"FYCO1",4.26662952663907e-10,-0.333737910166348,0.076,0.129,7.88985132066097e-06
"SEPHS2",4.3168737736693e-10,0.605693895916958,0.355,0.3,7.98276298226927e-06
"C11orf54",4.36656013141972e-10,-0.195840092092956,0.145,0.218,8.07464299502135e-06
"KLC1",4.44156080554353e-10,-0.243066963165267,0.23,0.315,8.2133342416111e-06
"PIK3C3",4.46582562218193e-10,-0.227309770229847,0.161,0.235,8.25820474053882e-06
"GK",4.51337540924872e-10,0.648797260505366,0.283,0.219,8.34613380678273e-06
"TRRAP",4.53426880314202e-10,-0.405766243047446,0.164,0.237,8.38476987077023e-06
