"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ARFIP1",2.28044053806109e-59,0.547389373913288,0.619,0.271,4.21699064298257e-55
"ISCU",2.3063907961226e-59,-0.862579427676291,0.763,0.714,4.2649778601899e-55
"HIPK1",2.48681879389324e-59,0.469780496075086,0.654,0.288,4.59862531366737e-55
"NEK1",2.51290183839054e-59,0.82796389352763,0.412,0.159,4.64685807955178e-55
"TNFAIP8",2.61183747468608e-59,0.563307981532419,0.79,0.381,4.8298098581895e-55
"PLA2G6",3.01096514959098e-59,1.41694585007421,0.204,0.051,5.56787675462365e-55
"FUS",3.35949596263431e-59,-0.6708949541481,0.867,0.761,6.21237993410337e-55
"RBM26",3.83328530170744e-59,0.556278069255793,0.804,0.397,7.0885111799174e-55
"NFX1",3.98722278686398e-59,0.554056740552375,0.547,0.234,7.37317237746887e-55
"DHX35",4.28584691973127e-59,0.840586107062477,0.295,0.094,7.92538812396706e-55
"ABCB6",4.59204762850296e-59,2.33048564516596,0.133,0.023,8.49161447462767e-55
"HMGA1",4.81846051450585e-59,-1.39825812358456,0.571,0.613,8.91029718342423e-55
"COPZ1",4.90420287109175e-59,-1.01990655671737,0.702,0.677,9.06885194922286e-55
"PPP4R3A",4.96737438580882e-59,0.439931988066402,0.712,0.319,9.18566871423767e-55
"TMEM72-AS1",5.34277114316885e-59,2.52425893921048,0.14,0.025,9.87985239794784e-55
"CHTF8",6.43711085768546e-59,-5.04945333458127,0.024,0.262,1.19035053980319e-54
"AFF4",6.55100146788858e-59,0.531382417980783,0.842,0.422,1.21141119144196e-54
"GTF2IRD1",6.63838776877714e-59,1.16538460010247,0.235,0.065,1.22757066620227e-54
"RPL13",6.96419871307178e-59,0.105648542363837,0.997,0.999,1.28781962602123e-54
"CAAP1",7.15470473245607e-59,0.640688266210081,0.403,0.15,1.32304799912578e-54
"NGLY1",7.17186859025388e-59,0.514747224300658,0.559,0.237,1.32622193970975e-54
"TMED9",7.59107200506402e-59,-0.506545041911245,0.918,0.809,1.40374103517644e-54
"PAPOLG",8.00774724800016e-59,0.596612330864105,0.379,0.137,1.48079262110019e-54
"ABHD17B",9.76694187533454e-59,0.863106774393574,0.312,0.103,1.80610289158686e-54
"MDP1",9.81707590939821e-59,0.794712272702416,0.304,0.099,1.81537367716592e-54
"FCER1G",9.85951354778189e-59,0.196794165385272,1,0.932,1.82322124525583e-54
"ERVK3-1",1.02114601485494e-58,0.702237822123298,0.432,0.169,1.88830321066976e-54
"TRAF5",1.09347714044598e-58,0.638472410762981,0.433,0.169,2.02205792811271e-54
"BANP",1.24079873476206e-58,0.624256585483333,0.4,0.148,2.294485020322e-54
"PLAA",1.4737692804855e-58,0.619149884037997,0.521,0.219,2.72529415347379e-54
"KIAA0586",1.59731937563271e-58,0.776067981263369,0.439,0.174,2.95376298942002e-54
"LTN1",1.62005373355399e-58,0.556645945112681,0.547,0.23,2.99580336408804e-54
"LINC00106",1.67281430396995e-58,2.13483317127993,0.14,0.025,3.09336821090122e-54
"FSD1L",1.80015068480686e-58,1.25440404070877,0.237,0.067,3.32883864634485e-54
"SLC9A6",2.070612262527e-58,0.648675574554332,0.361,0.128,3.82897619586493e-54
"STXBP6",2.09489028410107e-58,0.683597590186944,0.576,0.263,3.87387111335969e-54
"DNM1L",2.21356734812473e-58,0.566262950072821,0.716,0.34,4.09332874015226e-54
"ITGA4",2.50172008168807e-58,1.55014189933995,0.244,0.072,4.62618077505758e-54
"ANKRD36C",2.63770060873761e-58,0.655028330897237,0.399,0.148,4.87763596567759e-54
"CHIC2",2.88589546687007e-58,0.50903600445214,0.567,0.243,5.33659789733613e-54
"NDUFB5",3.0093467155621e-58,-0.943549626187476,0.736,0.691,5.56488394641743e-54
"EAF2",3.06618897944096e-58,0.686735768031882,0.412,0.158,5.66999666078223e-54
"CSNK2B",3.0790078318145e-58,-0.52774602016243,0.897,0.804,5.69370128259138e-54
"BLZF1",3.13730875304825e-58,0.529693605512365,0.486,0.196,5.80151134613682e-54
"B3GALNT2",3.18789269653568e-58,1.20253461786203,0.248,0.072,5.89505117443377e-54
"ZNF862",3.23521178614435e-58,1.63711323948113,0.171,0.038,5.98255363493814e-54
"ZNF787",3.28396496351888e-58,0.445326962958279,0.438,0.169,6.07270801053911e-54
"PDXDC1",3.38478851598158e-58,0.505682731046188,0.691,0.312,6.25915092375314e-54
"LINC01266",3.52251207625752e-58,1.91609084704815,0.182,0.043,6.5138293314154e-54
"HNRNPDL",3.61490144965408e-58,-0.495289420627687,0.887,0.816,6.68467576070033e-54
"RASA1",3.71843705097569e-58,0.584967535432645,0.896,0.493,6.87613379466424e-54
"ARIH2",3.72735651067923e-58,0.50960062072493,0.624,0.274,6.89262765954803e-54
"SNRPD1",3.87705458052123e-58,-0.847596410482104,0.782,0.717,7.16944933029987e-54
"MYDGF",4.47889729134356e-58,-0.605898291732249,0.867,0.77,8.28237687115251e-54
"FKBP8",4.88581441118939e-58,-0.729251713837731,0.831,0.745,9.03484800917142e-54
"MBD2",5.79860267605106e-58,0.508374887333442,0.68,0.307,1.07227760685536e-53
"NPHP3",6.51126317053162e-58,0.553770592005506,0.475,0.189,1.20406278549471e-53
"RANBP1",7.10053901742167e-58,-1.29136098234449,0.61,0.631,1.31303167510162e-53
"SNX24",8.87184976593376e-58,0.592095413218835,0.901,0.509,1.64058245871647e-53
"IL13RA1",8.93980338184037e-58,0.508952059657384,0.688,0.31,1.65314844136992e-53
"ANGPT2",9.67578248450712e-58,1.99138983944636,0.163,0.035,1.78924569703506e-53
"LPCAT2",9.80062955145706e-58,0.538767244258859,0.723,0.336,1.81233241665544e-53
"HBS1L",1.15357063959146e-57,0.600187603864857,0.431,0.167,2.13318282673252e-53
"ZNF217",1.16458415805126e-57,0.429640258995305,0.692,0.308,2.15354902506839e-53
"KMT2D",1.73966433160519e-57,0.482336452966947,0.425,0.162,3.21698728200432e-53
"RNF217-AS1",2.08766201632502e-57,1.94999296388778,0.171,0.038,3.86050460058823e-53
"SEC14L1",2.20701433883654e-57,0.568160905263023,0.927,0.507,4.08121091537653e-53
"ZNF251",2.42355807299665e-57,1.40977263560189,0.2,0.051,4.4816435885854e-53
"CMC4",2.77705329764915e-57,1.67536757390013,0.165,0.035,5.13532695801281e-53
"TMEM59",2.81786520474702e-57,-0.512535005383623,0.893,0.806,5.2107963366182e-53
"SLC38A9",2.84321742884888e-57,0.500957446753685,0.581,0.251,5.25767766942736e-53
"PPP2R5A",3.57170728543883e-57,0.543923469654184,0.623,0.275,6.60480111223348e-53
"COG3",3.58925252760595e-57,0.710786568222861,0.392,0.148,6.63724577404891e-53
"MIR155HG",3.61351835101929e-57,1.32053829519454,0.216,0.058,6.68211813470487e-53
"NIN",3.63612597835401e-57,0.486763180421956,0.596,0.257,6.72392415917223e-53
"ETFB",3.66063291435087e-57,-0.733188031397339,0.821,0.735,6.76924238521763e-53
"IRAK2",3.79141391931089e-57,0.960427949329853,0.258,0.077,7.0110826195897e-53
"MIEN1",4.04580842011606e-57,-1.54616375953984,0.51,0.587,7.48150893047862e-53
"PAFAH1B1",4.11915854403664e-57,0.587892322874482,0.874,0.465,7.61714797963255e-53
