"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TRIM69",0.000292642141156668,0.568699700873952,0.14,0.109,1
"YIPF1",0.000293434565377876,-0.488877132909785,0.12,0.156,1
"NOL7",0.000294465886999148,0.00482186293485254,0.405,0.368,1
"HNRNPH1",0.000295483146517986,-0.0246953301233019,0.399,0.46,1
"RAB1A",0.000295970337959467,-0.30610804164232,0.539,0.583,1
"CFAP97",0.000297823153878775,-0.394514136062103,0.159,0.199,1
"SMPDL3A",0.000301387206448817,0.179894696706502,0.247,0.211,1
"NENF",0.000302205401418248,0.0173581128760956,0.351,0.309,1
"TSN",0.000302300375647678,-0.420205672691894,0.128,0.166,1
"LSM8",0.000302724117648835,-0.315286393111014,0.306,0.357,1
"RAB28",0.000303303134698005,-0.456923366410042,0.12,0.155,1
"SNX19",0.00030479326779236,0.555595212287373,0.175,0.145,1
"TINF2",0.000305078553758905,0.444875010942872,0.154,0.122,1
"BAG1",0.000307516703533205,0.077372212048149,0.291,0.253,1
"ARHGAP4",0.000308630452722099,0.122751820820305,0.567,0.544,1
"HAUS4",0.000309181356961499,-0.308578146111505,0.153,0.194,1
"CBX5",0.000309686822024888,-0.268677718568985,0.124,0.162,1
"SCAMP4",0.000310737238766141,-0.221316609431866,0.199,0.248,1
"REXO1",0.000312510352338167,0.82214261212297,0.115,0.087,1
"LPGAT1",0.000312633130800547,-0.291107262008677,0.202,0.247,1
"ORC3",0.000313376548150943,-0.755762084887562,0.08,0.109,1
"HMBOX1",0.000313867420844967,0.103336671459928,0.101,0.136,1
"AAMDC",0.00031516910344833,-0.691672079551683,0.091,0.121,1
"PGRMC1",0.000315780780219186,-0.341193099084524,0.188,0.232,1
"PDCL",0.000316667497571016,-0.395226899337803,0.108,0.142,1
"SAP18",0.000316796196904381,-0.416111771467219,0.516,0.55,1
"ACADS",0.000320288290396945,-0.564432809941443,0.097,0.13,1
"PSMD1",0.000320368167648595,0.14083708704299,0.348,0.313,1
"PACSIN2",0.000321171092636084,0.209668849220085,0.315,0.281,1
"ARSA",0.000325928376187951,0.314434870512543,0.227,0.192,1
"TNFRSF11A",0.000329308653441989,-0.306331473796619,0.299,0.353,1
"PSMC2",0.000331176753288424,-0.373103588098339,0.276,0.323,1
"NCSTN",0.00033208133250791,-0.190655341379605,0.242,0.292,1
"RPAP3",0.000337982475959361,-0.463321687884265,0.113,0.148,1
"CAPRIN2",0.000339757145388499,-0.11615299937898,0.185,0.231,1
"SCAF8",0.000339798691388554,0.590179345052908,0.182,0.15,1
"ATXN7L3B",0.000343690584317134,0.301586822812114,0.227,0.192,1
"PAM",0.000344547491090672,-0.327595938518916,0.092,0.123,1
"DAB2",0.00034479549506485,-0.123151217092104,0.934,0.989,1
"DDX50",0.000345442824784353,-0.38059955520006,0.098,0.131,1
"TUBA1B",0.000346477651719731,-0.207723683577834,0.847,0.915,1
"DNAJC13",0.000347360163595525,0.0875125667467445,0.463,0.434,1
