"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"ZNF484",2.70501478856736e-05,0.656081469798772,0.037,0.023,0.539379948840332,"ZNF484"
"SNTA1",2.72631288220019e-05,-1.16907699324026,0.005,0.013,0.543626788710719,"SNTA1"
"ZSCAN2",2.73649825043665e-05,-0.71009894577248,0.015,0.027,0.545657751137068,"ZSCAN2"
"THAP12",2.77042778182987e-05,0.338505398010655,0.225,0.189,0.552423299696875,"THAP12"
"PINLYP",2.77579212372351e-05,-0.634654372152712,0.023,0.037,0.553492949470468,"PINLYP"
"LNX1",2.78700999045512e-05,-0.754467362324121,0.006,0.013,0.55572979209675,"LNX1"
"C1QTNF3",2.78879233875615e-05,-1.03206473263817,0.008,0.018,0.556085192347976,"C1QTNF3"
"RHBDF2",2.83467359560017e-05,0.257447409086549,0.354,0.312,0.565233914962673,"RHBDF2"
"HOXB4",2.86052531680935e-05,0.873169995884159,0.051,0.035,0.570388748171785,"HOXB4"
"IL17RC",2.91590761058832e-05,-0.480550081862569,0.05,0.069,0.581431977551311,"IL17RC"
"SRSF12",2.92493341062281e-05,0.982818385946085,0.015,0.006,0.583231722078189,"SRSF12"
"NOL10",2.92515748391942e-05,-0.30835581246078,0.095,0.12,0.583276402293531,"NOL10"
"ASB3",2.92664988070327e-05,0.254808474292895,0.111,0.084,0.583573986212232,"ASB3"
"HECTD3",2.92688516486092e-05,-0.428754467492048,0.088,0.111,0.583620901873268,"HECTD3"
"LIMK1",2.9277940218312e-05,-0.291159895122517,0.049,0.068,0.583802127953141,"LIMK1"
"ZNF460",2.95365960070407e-05,0.56369529545969,0.05,0.033,0.588959724380392,"ZNF460"
"PAQR7",2.98908502661786e-05,-0.429046548210345,0.091,0.113,0.596023554307601,"PAQR7"
"CNST",2.99253616097406e-05,0.327440635334206,0.166,0.133,0.596711710498227,"CNST"
"SPPL2A",2.99638911721496e-05,0.316497572205549,0.414,0.381,0.597479989972663,"SPPL2A"
"S100Z",3.01025359701601e-05,-0.395512932305316,0.053,0.073,0.600244567244992,"S100Z"
"MEF2C-AS1",3.01207213903268e-05,-0.55068804259821,0.022,0.035,0.600607184523117,"MEF2C-AS1"
"LINC00847",3.01706695632158e-05,0.489199468645537,0.054,0.036,0.601603151090523,"LINC00847"
"P2RY6",3.02050690239352e-05,-0.269309232821028,0.073,0.095,0.602289076337268,"P2RY6"
"SCAF8",3.02175370014448e-05,0.272897707243784,0.226,0.188,0.602537687808809,"SCAF8"
"C11orf80",3.07122884975769e-05,-0.544533190993318,0.009,0.019,0.612403032641683,"C11orf80"
"INPP1",3.07482834614589e-05,-0.89094604664712,0.006,0.014,0.61312077222149,"INPP1"
