"orig.ident","nCount_RNA","nFeature_RNA","dataset","disease","disease_group","RNA_snn_res.0.1","seurat_clusters","RNA_snn_res.0.15","RNA_snn_res.0.2","RNA_snn_res.0.25","RNA_snn_res.0.3","cluster_final","subtype","UMAP_1","UMAP_2","dataset_label","UMAP_1","UMAP_2","trimester"
"Hofbauer_Atlas_Corrected",2225.7199144332,916,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","4","4","4","4","5","5","4","Vascular remodeling",-0.713214864649131,-1.50111195078892,"D2",-0.713214864649131,-1.50111195078892,"Late"
"Hofbauer_Atlas_Corrected",1872.9783832184,700,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","1","1","1","13","13","1","MHCII+ Antigen-presenting",-0.88450108996804,-1.92474194994968,"D2",-0.88450108996804,-1.92474194994968,"Late"
"Hofbauer_Atlas_Corrected",3647.7021736208,2268,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","1","1","1","3","3","1","MHCII+ Antigen-presenting",0.968146691404031,3.35705259808498,"D2",0.968146691404031,3.35705259808498,"Late"
"Hofbauer_Atlas_Corrected",1775.18161435602,641,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","4","4","4","4","5","5","4","Vascular remodeling",0.0167302585465173,-1.8852343224625,"D2",0.0167302585465173,-1.8852343224625,"Late"
"Hofbauer_Atlas_Corrected",2798.98784475407,1348,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","1","1","1","3","3","1","MHCII+ Antigen-presenting",0.213163802705453,0.678216908063469,"D2",0.213163802705453,0.678216908063469,"Late"
"Hofbauer_Atlas_Corrected",3215.80901678652,1794,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","0","0","0","0","0","0","Pro-inflammatory",-3.69646405211861,2.68222311505276,"D2",-3.69646405211861,2.68222311505276,"Late"
"Hofbauer_Atlas_Corrected",3846.80758389831,2547,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","1","1","1","3","3","1","MHCII+ Antigen-presenting",-0.392084574021651,2.75701430806118,"D2",-0.392084574021651,2.75701430806118,"Late"
"Hofbauer_Atlas_Corrected",2139.60427970258,858,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","4","4","4","4","5","5","4","Vascular remodeling",0.0816441870552758,-5.16428467265171,"D2",0.0816441870552758,-5.16428467265171,"Late"
"Hofbauer_Atlas_Corrected",1936.34712446457,739,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","4","4","4","4","5","5","4","Vascular remodeling",-0.177188744463279,-0.561034347925605,"D2",-0.177188744463279,-0.561034347925605,"Late"
"Hofbauer_Atlas_Corrected",1873.9216695587,695,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","4","4","4","4","5","5","4","Vascular remodeling",-0.414718271859243,-0.28905251256031,"D2",-0.414718271859243,-0.28905251256031,"Late"
