"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"IER3IP1",9.05689564548272e-110,-1.94576348431395,0.074,0.224,1.67480114276267e-105
"PMF1",9.92934276703883e-110,-2.31785353133232,0.04,0.172,1.83613406448082e-105
"LRRC4",1.5852131595168e-109,-1.24331530097892,0.159,0.342,2.93137617457847e-105
"SMAP2",2.40081390666194e-109,0.617738265600075,0.625,0.493,4.43958507619927e-105
"TRIM8",3.10043255103013e-109,-1.1176157900883,0.177,0.359,5.73331987336492e-105
"LILRB4",1.14670435317933e-108,1.04899939595999,0.384,0.205,2.12048568989921e-104
"GIMAP1",1.79921391866956e-108,-1.4925426755063,0.142,0.317,3.32710637840375e-104
"IFI27",1.72175386794229e-107,1.31777070599485,0.424,0.276,3.18386725259888e-103
"LAIR1",2.4700734858295e-107,0.543249751553582,0.66,0.488,4.56765988999592e-103
"CD14",2.70504451109266e-107,0.212531584129889,0.887,0.937,5.00216830991254e-103
"PDIA4",3.37802065139307e-107,0.89353962775019,0.473,0.307,6.24663578855606e-103
"RSRP1",6.32694625646351e-107,0.86314249435687,0.611,0.464,1.16997890174523e-102
"RPL10",9.8226650851025e-107,0.216356441189509,0.926,0.985,1.81640722753715e-102
"CDKN1A",1.26309785296318e-106,0.970165555737966,0.526,0.387,2.33572054969952e-102
"ZEB2",1.47990426709078e-106,0.458316057010702,0.763,0.661,2.73663897070427e-102
"PER1",1.67203268717183e-106,1.37924836210465,0.388,0.233,3.09192284511814e-102
"MERTK",2.81904307461544e-106,1.35196109506954,0.357,0.197,5.21297445357887e-102
"TMEM176A",3.54851861332708e-106,0.425592999691162,0.71,0.609,6.56192061976444e-102
"PTTG1IP",7.08895382994546e-106,0.616851372131532,0.58,0.426,1.31088934223351e-101
"HYOU1",1.01465519679616e-105,1.61312091801719,0.245,0.097,1.87630038991546e-101
"MMP19",3.5445413585701e-105,2.94200770532522,0.126,0.022,6.55456588026783e-101
"FCAR",4.24874404650253e-105,3.29435329017002,0.113,0.016,7.85677749079247e-101
"CD109",4.87827218071686e-105,-1.52324254522671,0.075,0.225,9.02090091658163e-101
"AIF1",5.70877272851995e-105,0.344133115776973,0.826,0.705,1.05566625295791e-100
"RPS27",5.7879174892467e-105,-0.498713928829135,0.77,0.961,1.0703017021115e-100
"SYT1",6.30993316441618e-105,-1.20664067390357,0.13,0.301,1.16683284076384e-100
"TGFBR2",1.56712620169886e-104,0.597258843103282,0.615,0.483,2.89792977218154e-100
"MAGI1",2.0282383414549e-104,-1.45682303473927,0.084,0.238,3.75061834101841e-100
"UQCR11",2.66131343950962e-104,-0.766691881394854,0.505,0.688,4.92130081234119e-100
"MYO5A",3.86007161001568e-104,0.728492409118262,0.59,0.452,7.138044421241e-100
"STIP1",6.60032034886462e-104,0.938802185636593,0.456,0.295,1.22053123891204e-99
"EMP1",7.71735794593512e-104,2.4988292046375,0.128,0.024,1.42709383136232e-99
"ARF5",2.22579774953265e-103,0.872082990888782,0.354,0.18,4.11594519843578e-99
"CXCL3",3.92971088853976e-103,2.12155730625324,0.263,0.122,7.26682137508772e-99
"KRT8",1.01098163581087e-102,-0.962898730641527,0.095,0.258,1.86950724094146e-98
"IFI30",1.08523054592675e-102,-1.12874491955391,0.17,0.344,2.00680832552775e-98
"LRRC23",2.29982284457586e-102,-2.60513880959355,0.02,0.129,4.25283240418968e-98
"GIPC2",7.24041012335467e-102,-1.28639385413493,0.152,0.324,1.33889664001075e-97
"CEP63",8.1227290144843e-102,-1.67249456527343,0.061,0.2,1.50205504935844e-97
"PPM1N",3.01159753735358e-101,-1.6638836729828,0.053,0.189,5.56904616607424e-97
"TEX14",3.53154818794185e-101,-3.09884395656931,0.014,0.117,6.53053890914208e-97
"SPNS1",4.56875375355332e-101,-1.68904461760386,0.07,0.212,8.44853944107081e-97
"GRINA",5.10373338816794e-101,0.601778436197602,0.611,0.469,9.43782378140016e-97
"UBE2W",1.37022228022409e-100,-1.34390167797937,0.141,0.308,2.53381504059039e-96
"HES1",1.52808461409339e-100,1.99262753972318,0.198,0.069,2.82573406838149e-96
"HNRNPL",2.92957962859381e-100,1.16981273401579,0.345,0.18,5.41737864919567e-96
"HERC3",1.41917762895946e-99,-2.31207071615802,0.024,0.135,2.62434327147183e-95
"NPHP3",1.95599208422829e-99,-1.72686796817323,0.046,0.175,3.61702056215496e-95
"ADGRG6",2.56767618706636e-99,1.77536586927018,0.162,0.044,4.74814680512311e-95
"IQGAP1",8.05565287426315e-99,0.352833765840167,0.764,0.701,1.48965132950874e-94
"EIF1AX",8.61648073806582e-99,-1.0615323104444,0.253,0.432,1.59335961808313e-94
"FEZ1",2.87886312400813e-98,-1.31024008618508,0.162,0.335,5.32359368891582e-94
"FKBP5",6.73185792130512e-98,0.840338094673478,0.497,0.352,1.24485516680774e-93
"IGFLR1",1.85055958809131e-97,-1.70100521135432,0.107,0.255,3.42205479029844e-93
"BEST1",2.49920375569744e-97,1.61005379627163,0.288,0.143,4.62152758503571e-93
"DDX39B",5.55639000043699e-97,-1.05591268810998,0.138,0.304,1.02748763888081e-92
"LRRC39",8.57457421533826e-97,-1.57643531572094,0.087,0.233,1.58561026390035e-92
"LILRA6",1.91096053493358e-96,1.8698337690236,0.162,0.046,3.53374822119917e-92
"LAPTM5",1.76325164529049e-95,0.263371704615165,0.824,0.808,3.26060494247117e-91
"COX7C",2.83071170734891e-95,-0.680704252139975,0.562,0.737,5.23455208922961e-91
"UBR4",3.58483180909304e-95,1.42568435746161,0.326,0.176,6.62907098137485e-91
"PSMC1",6.49862570132562e-95,-1.58751175847664,0.115,0.266,1.20172586468913e-90
"NAV2",7.36366283297546e-95,-1.04322787043576,0.137,0.302,1.36168853107382e-90
"SRGAP2C",3.02698748799197e-94,-1.1340380456595,0.114,0.271,5.59750526279475e-90
"VSIG4",5.81930166235185e-94,0.251252620856934,0.829,0.824,1.0761052634021e-89
"SDC3",6.13007836133202e-94,0.954778882212817,0.358,0.199,1.13357409057752e-89
"AGFG1",1.24037674921689e-93,0.818727927805414,0.487,0.331,2.29370468465188e-89
"FXYD6",3.10604209377571e-93,-1.41932372762324,0.132,0.288,5.74369303981003e-89
"CDC37",7.04792863865816e-93,0.774486666779581,0.52,0.366,1.30330296386067e-88
"SDHA",7.77974366392491e-93,-1.99997628572919,0.046,0.168,1.43863019833299e-88
"TPM3",1.73929563690085e-92,0.253321686253573,0.818,0.792,3.21630549175706e-88
"LMO4",2.35796158127075e-92,-1.15072980441779,0.193,0.36,4.36034255608587e-88
"TRA2A",3.37798956337087e-92,-0.79102455541525,0.247,0.423,6.24657830058541e-88
"TNFSF15",3.4081569985038e-92,2.50679799063441,0.145,0.038,6.30236392163322e-88
"ZNF280D",6.02630497876576e-92,-1.04746818237983,0.14,0.301,1.11438431667336e-87
"ROR1",7.63734393142801e-92,-1.32926587036751,0.08,0.222,1.41229763979967e-87
"SIGLEC10",1.16417867690847e-91,2.92147251853952,0.109,0.019,2.15279920933914e-87
"TMED7",1.68296442750532e-91,-1.21582728939025,0.168,0.333,3.11213781934283e-87
"MYH9",1.83601536529263e-91,0.659003151422926,0.566,0.418,3.39515961349912e-87
"TSC22D1",2.16722717004779e-91,-0.963652976127816,0.118,0.276,4.00763648285237e-87
"GAPLINC",1.07896071830617e-90,-1.701449827371,0.086,0.224,1.99521416029178e-86
"OTOA",1.81102027290686e-90,-2.30208423277379,0.042,0.157,3.34893868865936e-86
"RPL10A",2.16522349267432e-90,-0.554761525917973,0.672,0.842,4.00393128265336e-86
"TM2D2",2.56194664040479e-90,-0.816123153067735,0.382,0.557,4.73755172743654e-86
"RNF125",3.61423452945348e-90,-1.87875595653962,0.057,0.183,6.68344249186538e-86
"TNFAIP2",3.738703602496e-90,0.816609392438424,0.612,0.494,6.9136107017356e-86
"SNX9",5.79301746606152e-90,0.614639362058733,0.578,0.437,1.0712447898241e-85
"RGS10",1.2430664661858e-89,-0.680471565617409,0.545,0.713,2.29867850927078e-85
"NUDT3",1.51265528495996e-89,1.04355530728683,0.316,0.163,2.79720215294795e-85
"NDUFA9",2.14885868837467e-89,-2.24848095352462,0.037,0.149,3.97366948654244e-85
"CLIC2",3.94999264629932e-89,1.99899098105534,0.132,0.031,7.3043264015367e-85
"NDUFB5",4.76021570586049e-89,-1.60745667949506,0.171,0.323,8.80259088327721e-85
"OAZ2",5.01488313050984e-89,-1.092989492422,0.17,0.333,9.27352188493879e-85
"FOXC1",8.83172773828245e-89,-2.1113318784104,0.021,0.12,1.63316309336319e-84
"RNF130",1.10926420096563e-88,0.414902970494914,0.681,0.584,2.05125136042564e-84
"OAS3",1.4016279156568e-88,1.25434039387309,0.292,0.148,2.59189034163255e-84
"NUCKS1",1.52298792142002e-88,-0.784494648276478,0.47,0.635,2.81630926428989e-84
"SAMHD1",3.40356737227661e-88,0.502085236266415,0.629,0.506,6.2938767848139e-84
"PDIA3",1.93989006880003e-87,0.456917110015362,0.688,0.602,3.58724471522502e-83
"PEBP1",2.33665466688935e-87,-0.652820008464828,0.571,0.739,4.32094181001179e-83
"S100A9",2.83445694352773e-87,-0.525994334506648,0.704,0.93,5.24147777997147e-83
"RNASET2",5.11541516053883e-87,0.328089412161744,0.761,0.706,9.4594257148684e-83
"INTS6",5.71085721664237e-87,-0.619996770872328,0.237,0.412,1.05605171650151e-82
"KRT18",6.57511312279907e-87,-0.970426613725774,0.117,0.27,1.215869918668e-82
"CD300C",6.87661336338631e-87,1.92598757876782,0.129,0.031,1.2716233431574e-82
"CYBA",7.01098487259825e-87,0.199936614601197,0.869,0.906,1.29647132264087e-82
"MRPL12",7.33049715507561e-87,-2.68395016265583,0.023,0.122,1.35555553391658e-82
"PLEK",8.65237177914573e-87,0.334966632577167,0.746,0.691,1.59999658939963e-82
"CALCOCO2",9.10908489141408e-87,1.1004466322126,0.277,0.134,1.68445197812029e-82
"COX6A1",1.3475743095985e-86,-0.864773087492811,0.41,0.572,2.49193441330955e-82
"FKBP1A",1.42505049868913e-86,-0.770692014576297,0.485,0.656,2.63520338217594e-82
"TSPAN7",1.66976099824019e-86,-1.48310594045673,0.114,0.26,3.08772203794575e-82
"PRKAG1",1.79481147146992e-86,-2.9821411274766,0.015,0.107,3.31896537304218e-82
"CCR1",2.40387604912573e-86,-0.708484002920404,0.445,0.61,4.44524759004331e-82
"DDX24",2.69110050511727e-86,0.682860163691958,0.566,0.394,4.97638305406286e-82
"ADGRE2",2.79479803228254e-86,2.58851492309753,0.122,0.027,5.16814052129687e-82
"HPGD",8.73758504742929e-86,-1.1096748810588,0.051,0.173,1.61575422697062e-81
"KMT2D",1.15123308544626e-85,1.43183714698213,0.276,0.138,2.12886022160722e-81
"COX20",1.28207012353291e-85,-1.16174452349661,0.121,0.269,2.37080407243705e-81
"CSRNP1",2.2815031450233e-85,0.928111918322453,0.489,0.373,4.21895561577709e-81
"VNN1",3.64393916822394e-85,-1.56913665627537,0.083,0.216,6.73837230987971e-81
"HSPE1",4.85480934072274e-85,0.500335404144531,0.704,0.628,8.97751343286449e-81
"LLPH",5.85620165177137e-85,-2.15067978881308,0.049,0.164,1.08292880944556e-80
"RGL1",7.29331848309522e-85,0.582626346241132,0.618,0.504,1.34868045389397e-80
"SLC18B1",7.53262766371758e-85,-0.861023424639661,0.288,0.46,1.39293350757465e-80
"EGFL7",9.24557526765607e-85,-0.627866893869374,0.55,0.752,1.70969177849496e-80
"ZFP91",1.33996848280092e-84,-1.46388558475809,0.096,0.233,2.47786971839546e-80
"MS4A6A",2.97460615372547e-84,0.243250285332708,0.816,0.806,5.50064169946914e-80
"MOB4",3.01418407867357e-84,-1.75517014022631,0.059,0.18,5.57382919828317e-80
"PRKAR1A",3.69478135428425e-84,-0.710600073107017,0.431,0.592,6.83238968034243e-80
"SLAMF8",4.87592586274931e-84,1.51789089876473,0.189,0.069,9.01656210539602e-80
"FCGBP",5.6755250989149e-84,1.85616369580893,0.204,0.083,1.04951810129134e-79
"NCF1",1.25864218234883e-83,-0.926321856868111,0.212,0.384,2.32748112359946e-79
"CYBB",1.77126424567378e-83,0.284324478219359,0.802,0.784,3.27542184309996e-79
"TANC2",2.35543771388611e-83,2.92236726200501,0.1,0.017,4.35567542051819e-79
"GSN",2.48554810524701e-83,0.566884520563371,0.555,0.42,4.59627555622277e-79
"KLF13",3.42154918974046e-83,1.77132284367505,0.173,0.06,6.32712876166807e-79
"RHOA",4.23848313327474e-83,0.305011071824669,0.77,0.717,7.83780301005166e-79
"OLFML3",2.19223453865727e-82,2.22262472182452,0.105,0.02,4.05388010888503e-78
"CFL1",5.25324018822935e-82,0.198112040018697,0.853,0.868,9.71429175607371e-78
"RND3",5.88925096980462e-82,1.54886846752723,0.192,0.074,1.08904028933627e-77
"HLA-DRB1",7.51420821936165e-82,1.4293166897694,0.377,0.262,1.38952738392436e-77
"WAS",3.13571616076228e-81,0.648068343674415,0.517,0.369,5.79856632448161e-77
"PPIB",3.65146028731079e-81,0.398273095283995,0.7,0.607,6.75228036329511e-77
"LTBR",3.92094849382618e-81,0.848112849308856,0.381,0.229,7.25061795478338e-77
"GPR68",5.516689817255e-81,-2.95259857259779,0.017,0.105,1.02014628100679e-76
"ATP9A",7.61892478864627e-81,-2.28432063855042,0.019,0.11,1.40889157191647e-76
"NPAS3",1.17396197213187e-80,-2.0851910075115,0.02,0.112,2.17089047886625e-76
"CSNK1A1",2.74436649622048e-80,-0.636215858468925,0.431,0.587,5.07488252481091e-76
"ACSL1",2.84610404799269e-80,0.916242340609608,0.436,0.295,5.26301560554809e-76
"PPM1B",3.16560872691889e-80,-1.69790483857874,0.054,0.168,5.85384365781842e-76
"TGFBI",3.44775279706719e-80,0.599717922249304,0.581,0.454,6.37558447233664e-76
"KCNJ5",6.8312056251041e-80,-0.836038142794797,0.301,0.473,1.26322654419425e-75
"LHX2",9.75393858554534e-80,-1.99774937204751,0.042,0.15,1.80369832323904e-75
"RNF150",1.20662339529158e-79,-1.46363277447325,0.087,0.213,2.23128798257318e-75
"TMA7",1.30566485941273e-79,-0.638623386470579,0.517,0.681,2.41443545802603e-75
"ADAR",1.36741251175851e-79,0.640736765729967,0.525,0.391,2.52861921674383e-75
"RPS8",1.41657636383399e-79,0.187352052887912,0.9,0.958,2.61953301200182e-75
"ZNF844",1.52558726826314e-79,-1.00439370916179,0.082,0.214,2.8211159764722e-75
"CACNB4",1.81183175221143e-79,-1.93494634122793,0.03,0.13,3.35043927618938e-75
"KRT7",2.51370335029842e-79,-0.909591975033083,0.08,0.212,4.64834023537183e-75
"NAP1L4",3.2779519711401e-79,1.07322629222557,0.293,0.151,6.06158878503226e-75
"UBB",4.24794015367838e-79,0.285050873351151,0.828,0.825,7.85529093218207e-75
"MFSD14A",5.87771568950699e-79,-1.65152681570556,0.045,0.153,1.08690718530363e-74
"HNRNPUL2",7.42340080007633e-79,-1.3565636609962,0.109,0.245,1.37273527595011e-74
"SLC11A1",7.78496624582023e-79,1.78255783202995,0.188,0.075,1.43959595817708e-74
"TYMP",1.3038808784148e-78,0.626292154771831,0.598,0.49,2.41113652036465e-74
"GRIA4",1.35663792669792e-78,-1.9661067530451,0.022,0.114,2.5086948540498e-74
"ADAMTS2",1.51379770776049e-78,1.15358876341089,0.318,0.181,2.79931472119071e-74
"TAC3",1.6789373150356e-78,-1.36634842167233,0.041,0.147,3.10469088296384e-74
"ABHD16A",3.73666600871981e-78,-1.71636362955505,0.06,0.174,6.90984278332467e-74
"MAP3K13",6.80859836185811e-78,-1.29547756455904,0.103,0.236,1.2590460090748e-73
"CITED2",7.56368090851348e-78,0.561808952121977,0.656,0.575,1.39867587360231e-73
"NUPR1",2.18678465091633e-77,-0.766553726976464,0.22,0.39,4.04380217647448e-73
"FLNA",2.34294348539238e-77,2.39710765338766,0.119,0.03,4.33257109318758e-73
"EIF3E",2.86744894193096e-77,-0.847322014232672,0.388,0.544,5.30248658341873e-73
"LILRB2",5.06072307272749e-77,1.52191784069241,0.212,0.091,9.35828910608767e-73
"PLAU",8.36728666434547e-77,1.74155057982379,0.202,0.086,1.54727864997076e-72
"POLR2A",9.38961063800666e-77,0.921622251463853,0.445,0.3,1.73632679918019e-72
"PRR5",1.09432180964633e-76,-1.18958615288258,0.107,0.243,2.02361989039799e-72
"PPDPF",1.20541616032688e-76,1.11500307430361,0.278,0.144,2.22905556367646e-72
"PPP2R5C",1.35107187964566e-76,-0.869164382850716,0.23,0.389,2.49840211984075e-72
"HCK",1.6687174819789e-76,0.542177449626396,0.541,0.402,3.08579236767537e-72
"SNRPN",1.97916906203087e-76,-1.40439697873635,0.119,0.254,3.65987942950748e-72
"TSC22D3",2.50451495011499e-76,0.623414261557339,0.593,0.488,4.63134904575264e-72
"DOK5",6.31869728708711e-76,-1.33106792275123,0.1,0.233,1.16845350232815e-71
"CCDC170",1.15138956243393e-75,-1.0009010430855,0.196,0.35,2.12914957885282e-71
"SLC33A1",1.32195620662021e-75,-1.8264091268649,0.047,0.154,2.4445614172821e-71
"FCGRT",1.93023654641715e-75,0.146257585212013,0.891,0.951,3.56939342163459e-71
"PSME2",2.94614284808003e-75,0.776938421421344,0.38,0.229,5.44800735466959e-71
"ERN1",3.2139383117725e-75,1.79461280008911,0.217,0.1,5.9432147261297e-71
"NAA10",3.50805957776571e-75,-1.44894963335347,0.075,0.195,6.48710377120435e-71
"OAS2",5.25355938429121e-75,1.07161812363214,0.284,0.151,9.7148820134313e-71
"SPP1",5.28238504246556e-75,0.342025784681924,0.811,0.983,9.76818642052731e-71
"RETN",5.35288380534618e-75,-2.2457522954338,0.038,0.137,9.89855273284616e-71
"RGS16",9.63675610439909e-75,-0.873835924812626,0.12,0.261,1.78202893882548e-70
"SDHAF2",1.02779904813674e-74,-1.8997648836705,0.038,0.138,1.90060599981447e-70
"BHLHE41",1.46427432164182e-74,-0.763148793073484,0.326,0.495,2.70773607558005e-70
"ZRANB1",1.60704039532176e-74,-1.08858199364524,0.103,0.235,2.971739099029e-70
"SRP19",1.98093731199356e-74,-1.38071715312153,0.113,0.244,3.6631492773385e-70
"TIGAR",2.73297437178621e-74,-2.11576862706987,0.039,0.139,5.05381620830706e-70
"NAP1L1",5.56516511432776e-74,-0.796784309674043,0.334,0.492,1.02911033294149e-69
"FEZ2",1.07013658388485e-73,-0.833285507150331,0.321,0.48,1.97889657091987e-69
"GAPDH",1.43266416493554e-73,0.243000209457563,0.862,0.878,2.6492825737988e-69
"LBH",1.45724437983394e-73,-1.09727282265802,0.082,0.205,2.69473630718892e-69
"MYO9B",1.6180649999852e-73,0.752016524668055,0.528,0.405,2.99212579797264e-69
"ZMAT3",1.80570193004966e-73,-1.0132884864888,0.159,0.305,3.33910400904783e-69
"PSENEN",2.06308417544177e-73,-1.30005896052413,0.166,0.306,3.81505525722692e-69
"ARL4D",2.24935641873077e-73,-1.50917679621178,0.058,0.168,4.15950988951694e-69
"NDUFB1",6.82144542128486e-73,-0.995260591826752,0.256,0.41,1.261421687304e-68
"ZNF267",1.88792166604721e-72,1.04971791673279,0.388,0.263,3.4911447448545e-68
"GNG7",2.22114824646689e-72,-1.39223039343543,0.12,0.252,4.10734733736657e-68
"CSGALNACT1",2.69533810577939e-72,-0.88652778100091,0.215,0.366,4.98421922520724e-68
"RPL41",3.06471113975703e-72,0.167084335826588,0.916,0.987,5.6672638396387e-68
"SYNGR2",4.20743045691889e-72,0.55367774474632,0.531,0.408,7.78038040093441e-68
"NNMT",5.88140034810841e-72,-0.913661521529741,0.198,0.352,1.08758855237221e-67
"RPL7A",1.06532014437914e-71,0.268126820287143,0.815,0.703,1.9699900109859e-67
"FCGR1A",1.7226705013317e-71,-0.657601185062512,0.483,0.641,3.18556229106258e-67
"RAPGEF6",3.07578437924735e-71,-0.985214939643877,0.139,0.278,5.6877404741042e-67
"CLEC7A",3.4042849382383e-71,1.01546249882277,0.3,0.166,6.29520370779027e-67
"CSF1R",4.0346928532275e-71,0.195452221650239,0.835,0.856,7.46095402418829e-67
"CCL5",6.5680935486725e-71,1.68224925634631,0.208,0.095,1.21457185902052e-66
"RPL28",7.35081950126683e-71,0.177334282233116,0.903,0.963,1.35931354217426e-66
"SNAPC1",1.05351320818954e-70,-1.14849678132093,0.075,0.192,1.9481566245841e-66
"HMOX1",1.64939880699071e-70,0.493694085991518,0.699,0.625,3.05006827388723e-66
"GLIS3",1.86958453418061e-70,-1.22723593643759,0.053,0.16,3.45723572060678e-66
"PDXK",4.11852015247659e-70,0.553671534140985,0.492,0.355,7.61596746595972e-66
"HSPA4",6.01830954446054e-70,0.658989103842664,0.444,0.306,1.11290580096164e-65
"CD164",8.14741623248989e-70,0.320634936773335,0.699,0.631,1.50662020971203e-65
"TAPBP",8.56584822797189e-70,0.655864948262977,0.474,0.33,1.58399665431656e-65
"IFNAR2",8.73325493685916e-70,-1.18126975338433,0.102,0.227,1.614953502924e-65
"P2RY6",9.54144913078574e-70,1.3893105560753,0.178,0.071,1.7644047732649e-65
"NOP2",1.71862879249398e-69,-1.74549229809037,0.026,0.113,3.17808836307987e-65
"YWHAH",3.78180466120252e-69,0.584280469693194,0.501,0.369,6.9933131794957e-65
"PDIA6",6.29468150397221e-69,0.466035344617967,0.581,0.478,1.16401250371454e-64
"PTPRG",7.05338707026796e-69,-1.43767220707051,0.061,0.17,1.30431233703395e-64
"EPHB3",8.54959568171156e-69,-0.950638692649248,0.117,0.25,1.5809912334621e-64
"ANKDD1A",9.38967002886145e-69,-1.69475149989195,0.023,0.108,1.73633778173706e-64
"SF3A1",1.18125613356534e-68,0.754916137472521,0.382,0.245,2.18437884218902e-64
"MFAP5",1.20291176071665e-68,-1.36245894639208,0.04,0.136,2.22442442791722e-64
"GALNT4",1.56828140926443e-68,-2.13185285714676,0.026,0.11,2.90006598201178e-64
"CTSD",2.96339968095546e-68,-0.454862691110587,0.707,0.854,5.47991869002283e-64
"FHIT",3.73142082622569e-68,-1.23246226610256,0.072,0.183,6.90014339185655e-64
"ATP2A2",7.10644809052168e-68,0.682015617232463,0.534,0.418,1.31412438089927e-63
"S100P",7.2337007502541e-68,-1.51459656591094,0.04,0.135,1.33765594273699e-63
"RRBP1",7.23994413321218e-68,0.462181961354007,0.644,0.548,1.3388104691136e-63
"DENND5A",8.76774034635605e-68,1.0469759858721,0.361,0.234,1.62133054484816e-63
"CDV3",1.54933881435824e-67,0.356935943020593,0.703,0.622,2.86503733551125e-63
"ARL2",3.55335374099222e-67,-1.42732522122821,0.107,0.228,6.57086173784281e-63
"PGBD5",3.96144444340361e-67,-1.37065787812728,0.064,0.173,7.32550306474196e-63
"ZNRF1",4.3570343143186e-67,-1.46560325508233,0.069,0.179,8.05702785403796e-63
"USP9Y",6.50609911647026e-67,-0.867492353849164,0.111,0.243,1.20310784861768e-62
"SRGAP2B",9.29059761038449e-67,-1.12006058818823,0.076,0.19,1.7180173101123e-62
"IRF7",1.42386749567442e-66,1.10439194734374,0.29,0.162,2.63301577300114e-62
"RBPMS",1.85356309000084e-66,-1.15938602673153,0.053,0.156,3.42760886602955e-62
"ALYREF",3.3346137360718e-66,0.998664314269488,0.228,0.11,6.16636772074397e-62
"NLK",4.38309497998744e-66,-1.37939533850296,0.065,0.172,8.10521923699277e-62
"NSA2",4.59631607879813e-66,-1.02482284630795,0.278,0.418,8.4995076929135e-62
